PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2019-11-22
Release Date, 2019-11-23
Source file, P566.cwu.nam14.pos
Offset from source file, 62.17 mm North, -73.30 mm East, -82.02 mm Vertical
Reference position, 36.3244546817 North Latitude, -119.2292876213 East Longitude, 78.14754 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2006-10-26,9.61, -11.87, -7.82, 1.99, 1.73, 7.67, repro,
2006-10-27,9.89, -11.26, -7.29, 1.94, 1.69, 7.55, repro,
2006-10-28,9.53, -11.35, -7.79, 2.17, 1.81, 8.46, repro,
2006-10-29,8.19, -10.72, 0.42, 2, 1.73, 7.8, repro,
2006-10-30,8.95, -11.12, -1.81, 1.94, 1.66, 7.51, repro,
2006-10-31,7.65, -11.86, -3.40, 1.96, 1.68, 7.55, repro,
2006-11-01,9.21, -11.86, -3.98, 2.02, 1.79, 7.91, repro,
2006-11-02,11.71, -10.69, -1.67, 1.96, 1.67, 7.54, repro,
2006-11-03,9.13, -10.98, 1.62, 2, 1.73, 7.76, repro,
2006-11-04,9.63, -10.94, -4.73, 2.03, 1.74, 7.83, repro,
2006-11-05,9.76, -11.51, -9.39, 2.02, 1.72, 7.71, repro,
2006-11-06,8.74, -11.92, -6.57, 1.92, 1.65, 7.44, repro,
2006-11-07,9.82, -10.33, -8.41, 2.07, 1.79, 8.08, repro,
2006-11-08,9.67, -10.95, -0.07, 2.04, 1.72, 7.86, repro,
2006-11-09,10.04, -11.23, 4.00, 2.09, 1.81, 8.21, repro,
2006-11-10,9.92, -10.61, -10.86, 2.01, 1.69, 7.73, repro,
2006-11-11,9.13, -10.28, -9.50, 2.03, 1.72, 7.87, repro,
2006-11-12,8.90, -12.19, -6.83, 2.07, 1.78, 7.98, repro,
2006-11-13,9.66, -10.59, 0.98, 2.05, 1.72, 7.76, repro,
2006-11-14,10.17, -12.18, -5.87, 1.94, 1.63, 7.41, repro,
2006-11-15,10.38, -11.28, -6.09, 1.93, 1.65, 7.39, repro,
2006-11-16,10.25, -10.86, -4.71, 1.92, 1.64, 7.36, repro,
2006-11-17,10.46, -10.90, -9.19, 1.92, 1.63, 7.32, repro,
2006-11-18,10.13, -11.30, -12.61, 1.93, 1.63, 7.31, repro,
2006-11-19,9.77, -12.38, -10.93, 1.93, 1.63, 7.36, repro,
2006-11-20,9.76, -11.03, -8.54, 1.93, 1.64, 7.35, repro,
2006-11-21,9.58, -11.16, -0.63, 1.93, 1.64, 7.37, repro,
2006-11-22,11.04, -12.02, -5.87, 1.93, 1.64, 7.33, repro,
2006-11-23,9.82, -11.41, -11.33, 1.96, 1.68, 7.56, repro,
2006-11-24,9.60, -12.16, -5.52, 2, 1.7, 7.65, repro,
2006-11-25,10.36, -12.11, -1.93, 1.96, 1.65, 7.44, repro,
2006-11-26,9.17, -11.54, -5.29, 1.96, 1.65, 7.46, repro,
2006-11-27,9.65, -12.09, -6.10, 1.96, 1.66, 7.44, repro,
2006-11-28,9.12, -12.13, -5.19, 1.93, 1.66, 7.38, repro,
2006-11-29,9.28, -11.72, -10.04, 1.92, 1.64, 7.3, repro,
2006-11-30,10.65, -12.16, -11.92, 1.92, 1.64, 7.35, repro,
2006-12-01,10.29, -11.33, -10.95, 1.92, 1.64, 7.3, repro,
2006-12-02,9.89, -12.13, -12.91, 1.94, 1.65, 7.38, repro,
2006-12-03,10.66, -11.55, -11.40, 1.94, 1.66, 7.38, repro,
2006-12-04,10.01, -12.23, -16.77, 1.99, 1.68, 7.52, repro,
2006-12-05,10.01, -11.59, -7.13, 1.99, 1.78, 7.62, repro,
2006-12-06,10.89, -12.24, -8.01, 2, 1.8, 7.73, repro,
2006-12-07,10.73, -12.31, -9.07, 1.97, 1.72, 7.59, repro,
2006-12-08,10.73, -11.89, -8.48, 1.96, 1.73, 7.58, repro,
2006-12-09,8.89, -12.38, -8.55, 2.06, 1.85, 7.82, repro,
2006-12-10,9.08, -12.38, -1.56, 2, 1.76, 7.61, repro,
2006-12-11,11.22, -13.47, -8.38, 1.94, 1.69, 7.45, repro,
2006-12-12,10.98, -12.92, -11.36, 2.01, 1.75, 7.63, repro,
2006-12-13,11.81, -12.90, -14.03, 1.96, 1.73, 7.6, repro,
2006-12-14,10.95, -12.82, -10.88, 1.94, 1.68, 7.48, repro,
2006-12-15,10.09, -12.80, -10.30, 2.01, 1.77, 7.81, repro,
2006-12-16,11.46, -13.78, -4.98, 1.99, 1.74, 7.59, repro,
2006-12-17,11.13, -13.80, -4.54, 2.03, 1.82, 8.02, repro,
2006-12-18,9.91, -12.38, -7.68, 2.24, 1.95, 8.82, repro,
2006-12-19,11.01, -13.68, -13.47, 2.05, 1.85, 8.01, repro,
2006-12-20,9.61, -13.50, -14.40, 2.03, 1.83, 7.7, repro,
2006-12-21,10.01, -12.61, -14.41, 1.93, 1.8, 7.56, repro,
2006-12-22,11.44, -12.61, -8.22, 2.08, 1.9, 8.21, repro,
2006-12-23,11.01, -13.28, -9.57, 2, 1.76, 7.84, repro,
2006-12-24,10.60, -12.94, -13.05, 1.94, 1.68, 7.49, repro,
2006-12-25,10.61, -13.42, -18.59, 1.99, 1.79, 7.64, repro,
2006-12-26,11.36, -13.17, -15.14, 1.95, 1.74, 7.58, repro,
2006-12-27,11.44, -13.31, -12.78, 2.01, 1.83, 8.02, repro,
2006-12-28,11.29, -13.32, -10.09, 2.29, 2.17, 9.32, repro,
2006-12-29,12.02, -13.45, -14.01, 2.01, 1.77, 7.78, repro,
2006-12-30,12.00, -13.43, -13.80, 2, 1.77, 7.75, repro,
2006-12-31,12.19, -13.80, -18.13, 2.14, 1.92, 8.52, repro,
2007-01-01,11.80, -13.83, -13.46, 2.07, 1.88, 8.13, repro,
2007-01-02,11.44, -13.41, -15.36, 2.12, 1.94, 8.34, repro,
2007-01-03,12.27, -12.98, -6.19, 1.99, 1.81, 7.75, repro,
2007-01-04,12.06, -14.95, -8.77, 1.93, 1.7, 7.55, repro,
2007-01-05,12.52, -16.22, -14.85, 1.91, 1.68, 7.42, repro,
2007-01-06,11.94, -13.50, -17.81, 1.93, 1.75, 7.56, repro,
2007-01-07,12.39, -12.17, -18.01, 1.95, 1.69, 7.44, repro,
2007-01-08,11.80, -14.01, -20.93, 1.99, 1.72, 7.58, repro,
2007-01-09,12.01, -13.83, -19.23, 1.98, 1.69, 7.44, repro,
2007-01-10,10.93, -13.35, -13.68, 2, 1.73, 7.55, repro,
2007-01-11,11.06, -13.81, -9.60, 2.01, 1.69, 7.56, repro,
2007-01-12,11.78, -13.99, -16.01, 1.92, 1.64, 7.31, repro,
2007-01-13,12.06, -14.02, -19.20, 1.9, 1.61, 7.13, repro,
2007-01-14,11.75, -14.01, -23.28, 1.9, 1.61, 7.09, repro,
2007-01-15,11.63, -13.68, -21.49, 1.89, 1.61, 7.1, repro,
2007-01-16,11.92, -12.51, -16.98, 1.92, 1.63, 7.28, repro,
2007-01-17,12.14, -13.45, -16.31, 1.91, 1.67, 7.32, repro,
2007-01-18,11.88, -14.21, -22.50, 1.96, 1.72, 7.48, repro,
2007-01-19,11.94, -13.53, -17.53, 1.95, 1.63, 7.41, repro,
2007-01-20,11.71, -13.73, -16.28, 1.95, 1.63, 7.38, repro,
2007-01-21,11.90, -13.70, -15.39, 1.93, 1.68, 7.36, repro,
2007-01-22,12.14, -12.79, -18.23, 1.91, 1.67, 7.36, repro,
2007-01-23,12.23, -13.02, -20.94, 1.88, 1.61, 7.08, repro,
2007-01-24,12.09, -14.11, -22.70, 1.9, 1.62, 7.14, repro,
2007-01-25,12.23, -13.34, -23.29, 1.93, 1.65, 7.16, repro,
2007-01-26,11.56, -14.52, -19.54, 1.89, 1.62, 7.09, repro,
2007-01-27,11.44, -14.20, -16.51, 1.89, 1.61, 7.09, repro,
2007-01-28,12.73, -12.54, -16.07, 1.9, 1.61, 7.1, repro,
2007-01-29,11.75, -13.17, -18.39, 1.89, 1.62, 7.09, repro,
2007-01-30,11.67, -12.84, -15.49, 1.89, 1.61, 7.08, repro,
2007-01-31,11.56, -14.29, -12.95, 1.9, 1.61, 7.05, repro,
2007-02-01,12.43, -13.33, -13.03, 1.91, 1.65, 7.21, repro,
2007-02-02,12.09, -13.66, -13.60, 1.92, 1.62, 7.2, repro,
2007-02-03,11.86, -13.09, -16.71, 1.93, 1.63, 7.28, repro,
2007-02-04,11.41, -13.18, -14.67, 1.89, 1.62, 7.09, repro,
2007-02-05,12.76, -13.85, -24.02, 1.88, 1.61, 7.05, repro,
2007-02-06,13.29, -13.72, -22.78, 1.93, 1.62, 7.14, repro,
2007-02-07,12.56, -13.85, -14.28, 1.88, 1.61, 7.1, repro,
2007-02-08,13.46, -12.83, -24.16, 1.96, 1.68, 7.38, repro,
2007-02-09,11.66, -12.30, -8.13, 1.92, 1.69, 7.33, repro,
2007-02-10,12.04, -12.52, -8.41, 1.9, 1.62, 7.16, repro,
2007-02-11,13.84, -12.03, -10.44, 1.9, 1.62, 7.15, repro,
2007-02-12,13.80, -14.11, -23.58, 1.88, 1.61, 7.06, repro,
2007-02-13,11.91, -13.94, -17.56, 1.88, 1.6, 7.05, repro,
2007-02-14,12.75, -13.00, -18.73, 1.88, 1.62, 7.08, repro,
2007-02-15,13.15, -12.66, -17.80, 1.9, 1.61, 7.08, repro,
2007-02-16,12.73, -13.58, -13.97, 1.89, 1.6, 7.13, repro,
2007-02-17,13.00, -13.64, -16.25, 1.92, 1.65, 7.17, repro,
2007-02-18,13.64, -13.60, -11.70, 1.89, 1.61, 7.12, repro,
2007-02-19,12.67, -14.22, -3.94, 1.89, 1.62, 7.11, repro,
2007-02-20,12.33, -13.89, -15.11, 1.93, 1.66, 7.32, repro,
2007-02-21,12.49, -13.32, -11.10, 1.9, 1.6, 7.09, repro,
2007-02-22,12.23, -14.66, -9.90, 1.89, 1.6, 7.09, repro,
2007-02-23,12.32, -14.05, -13.43, 1.97, 1.69, 7.38, repro,
2007-02-24,13.69, -14.18, -13.68, 1.89, 1.61, 7.08, repro,
2007-02-25,12.03, -14.21, -11.24, 1.9, 1.62, 7.17, repro,
2007-02-26,12.79, -13.67, -12.74, 1.91, 1.6, 7.1, repro,
2007-02-27,12.32, -14.73, -4.90, 1.9, 1.6, 7.08, repro,
2007-02-28,12.55, -15.51, -7.38, 1.89, 1.6, 7.06, repro,
2007-03-01,13.24, -14.26, -10.70, 1.95, 1.68, 7.38, repro,
2007-03-02,13.24, -15.03, -14.04, 1.95, 1.69, 7.4, repro,
2007-03-03,14.07, -14.12, -21.78, 1.93, 1.65, 7.26, repro,
2007-03-04,13.55, -13.97, -20.50, 1.93, 1.64, 7.23, repro,
2007-03-05,13.80, -14.07, -19.57, 1.92, 1.64, 7.22, repro,
2007-03-06,12.95, -14.86, -12.47, 1.91, 1.65, 7.24, repro,
2007-03-07,12.95, -14.12, -5.93, 1.92, 1.65, 7.26, repro,
2007-03-08,13.69, -14.82, -10.97, 1.92, 1.64, 7.21, repro,
2007-03-09,13.21, -15.03, -17.27, 1.94, 1.65, 7.3, repro,
2007-03-10,13.89, -14.57, -19.06, 1.99, 1.69, 7.52, repro,
2007-03-11,12.25, -14.26, -17.30, 1.92, 1.64, 7.25, repro,
2007-03-12,13.74, -15.12, -16.41, 1.94, 1.68, 7.46, repro,
2007-03-13,12.86, -15.28, -9.68, 1.89, 1.61, 7.1, repro,
2007-03-14,12.26, -15.21, -14.74, 1.93, 1.64, 7.25, repro,
2007-03-15,13.52, -14.33, -18.52, 1.96, 1.67, 7.39, repro,
2007-03-16,13.80, -14.79, -14.22, 1.93, 1.62, 7.19, repro,
2007-03-17,14.02, -15.19, -12.76, 1.88, 1.6, 7.04, repro,
2007-03-18,12.78, -15.94, -3.59, 1.89, 1.6, 7.04, repro,
2007-03-19,12.64, -15.50, -11.15, 1.92, 1.63, 7.17, repro,
2007-03-20,13.26, -16.32, -3.22, 1.97, 1.62, 7.29, repro,
2007-03-21,12.74, -15.19, -5.11, 2.01, 1.66, 7.49, repro,
2007-03-22,12.86, -15.44, -6.40, 1.9, 1.6, 7.1, repro,
2007-03-23,13.99, -16.34, -11.77, 1.92, 1.63, 7.22, repro,
2007-03-24,13.32, -16.28, -10.47, 1.93, 1.63, 7.25, repro,
2007-03-25,13.35, -15.93, -13.36, 1.93, 1.65, 7.29, repro,
2007-03-26,13.11, -15.74, -9.53, 1.91, 1.59, 7.1, repro,
2007-03-27,11.95, -15.32, -6.10, 1.96, 1.62, 7.32, repro,
2007-03-28,13.48, -16.54, -12.57, 1.95, 1.61, 7.22, repro,
2007-03-29,13.12, -15.33, -11.90, 1.9, 1.59, 7.06, repro,
2007-03-30,13.13, -15.79, -16.93, 1.9, 1.6, 7.08, repro,
2007-03-31,14.45, -15.90, -15.33, 1.9, 1.59, 7.09, repro,
2007-04-01,13.72, -14.97, -9.03, 1.94, 1.63, 7.3, repro,
2007-04-02,12.64, -15.50, -10.51, 1.9, 1.59, 7.09, repro,
2007-04-03,13.62, -16.26, -13.68, 1.93, 1.63, 7.24, repro,
2007-04-04,13.91, -15.07, -15.19, 1.94, 1.64, 7.32, repro,
2007-04-05,13.51, -16.27, -16.00, 2.02, 1.74, 7.62, repro,
2007-04-06,13.10, -14.88, -14.64, 1.99, 1.71, 7.49, repro,
2007-04-07,13.29, -16.05, -8.52, 1.94, 1.64, 7.23, repro,
2007-04-08,12.95, -16.27, -9.52, 1.91, 1.6, 7.13, repro,
2007-04-09,13.43, -16.02, -16.24, 1.91, 1.59, 7.07, repro,
2007-04-10,14.60, -16.10, -13.76, 1.96, 1.64, 7.3, repro,
2007-04-11,13.47, -16.21, -6.88, 1.9, 1.59, 7.07, repro,
2007-04-12,13.29, -15.74, -7.13, 1.94, 1.64, 7.22, repro,
2007-04-13,14.13, -16.07, -14.05, 1.91, 1.59, 7.1, repro,
2007-04-14,14.57, -16.03, -16.12, 1.94, 1.62, 7.25, repro,
2007-04-15,12.90, -17.87, -11.52, 1.92, 1.59, 7.14, repro,
2007-04-16,14.23, -15.80, -11.20, 1.93, 1.6, 7.16, repro,
2007-04-17,14.79, -16.16, -15.28, 1.9, 1.59, 7.07, repro,
2007-04-18,13.36, -16.84, -13.26, 1.92, 1.63, 7.22, repro,
2007-04-19,13.80, -16.29, -10.87, 1.92, 1.6, 7.18, repro,
2007-04-20,14.43, -16.18, -11.85, 1.93, 1.6, 7.19, repro,
2007-04-21,14.56, -16.00, -14.47, 1.92, 1.6, 7.15, repro,
2007-04-22,14.71, -16.59, -17.56, 1.95, 1.65, 7.32, repro,
2007-04-23,15.05, -16.42, -16.42, 1.93, 1.62, 7.16, repro,
2007-04-24,14.28, -16.93, -17.28, 1.93, 1.62, 7.19, repro,
2007-04-25,14.12, -17.78, -17.01, 1.95, 1.62, 7.23, repro,
2007-04-26,14.46, -17.31, -13.29, 1.93, 1.59, 7.13, repro,
2007-04-27,14.66, -16.53, -12.50, 1.92, 1.59, 7.14, repro,
2007-04-28,14.88, -16.37, -15.18, 1.92, 1.59, 7.13, repro,
2007-04-29,13.63, -16.39, -15.19, 1.91, 1.58, 7.09, repro,
2007-04-30,14.77, -18.24, -14.68, 1.93, 1.58, 7.13, repro,
2007-05-01,13.13, -16.26, -13.83, 1.92, 1.58, 7.11, repro,
2007-05-02,13.96, -16.81, -14.60, 1.99, 1.6, 7.4, repro,
2007-05-03,15.59, -16.67, -13.77, 2.05, 1.63, 7.51, repro,
2007-05-04,14.49, -16.42, -7.01, 1.94, 1.59, 7.19, repro,
2007-05-05,15.66, -15.97, -17.65, 1.96, 1.63, 7.22, repro,
2007-05-06,15.48, -16.73, -12.48, 1.94, 1.57, 7.13, repro,
2007-05-07,13.83, -17.61, -20.86, 1.93, 1.58, 7.14, repro,
2007-05-08,15.14, -16.93, -16.56, 1.93, 1.58, 7.12, repro,
2007-05-09,14.50, -15.04, -11.80, 1.94, 1.59, 7.16, repro,
2007-05-10,15.07, -15.61, -21.34, 2.1, 1.69, 7.73, repro,
2007-05-11,16.14, -16.06, -23.43, 2.03, 1.64, 7.52, repro,
2007-05-12,14.60, -16.69, -17.28, 1.94, 1.58, 7.16, repro,
2007-05-13,15.54, -17.62, -17.40, 1.97, 1.61, 7.21, repro,
2007-05-14,15.57, -16.03, -15.25, 1.98, 1.62, 7.27, repro,
2007-05-15,15.34, -16.73, -15.95, 1.96, 1.59, 7.18, repro,
2007-05-16,15.19, -16.74, -19.62, 1.94, 1.58, 7.15, repro,
2007-05-17,14.49, -17.50, -13.34, 1.95, 1.61, 7.23, repro,
2007-05-18,13.93, -17.08, -12.24, 1.99, 1.66, 7.39, repro,
2007-05-19,14.08, -16.95, -11.78, 1.97, 1.61, 7.19, repro,
2007-05-20,14.70, -16.75, -10.19, 2.01, 1.65, 7.35, repro,
2007-05-21,16.16, -17.32, -13.31, 1.99, 1.62, 7.28, repro,
2007-05-22,14.42, -17.11, -12.45, 1.97, 1.61, 7.23, repro,
2007-05-23,14.79, -16.77, -12.93, 1.96, 1.62, 7.22, repro,
2007-05-24,15.13, -17.25, -12.15, 2.05, 1.73, 7.58, repro,
2007-05-25,14.32, -17.07, -12.49, 1.95, 1.59, 7.14, repro,
2007-05-26,15.27, -17.03, -16.43, 1.99, 1.62, 7.24, repro,
2007-05-27,14.64, -16.67, -12.88, 1.94, 1.58, 7.13, repro,
2007-05-28,14.44, -16.50, -16.54, 1.96, 1.6, 7.19, repro,
2007-05-29,14.90, -18.26, -14.65, 1.95, 1.59, 7.11, repro,
2007-05-30,15.47, -17.29, -16.08, 2.01, 1.61, 7.26, repro,
2007-05-31,15.61, -17.42, -18.30, 2.01, 1.63, 7.31, repro,
2007-06-01,14.54, -17.78, -10.11, 1.96, 1.58, 7.14, repro,
2007-06-02,14.45, -18.56, -10.54, 1.93, 1.58, 7.12, repro,
2007-06-03,13.53, -17.64, -11.44, 1.97, 1.66, 7.35, repro,
2007-06-04,15.23, -16.91, -8.90, 1.94, 1.59, 7.16, repro,
2007-06-05,15.32, -16.90, -8.05, 1.99, 1.62, 7.31, repro,
2007-06-06,14.85, -17.82, -8.79, 1.94, 1.59, 7.18, repro,
2007-06-07,14.46, -17.18, -13.35, 1.93, 1.58, 7.11, repro,
2007-06-08,15.99, -16.93, -14.45, 1.94, 1.59, 7.16, repro,
2007-06-09,15.44, -17.54, -15.10, 1.95, 1.64, 7.25, repro,
2007-06-10,15.66, -17.94, -16.30, 1.95, 1.6, 7.18, repro,
2007-06-11,15.28, -17.54, -15.65, 1.98, 1.7, 7.39, repro,
2007-06-12,14.45, -16.19, -11.00, 1.99, 1.69, 7.34, repro,
2007-06-13,15.46, -17.92, -14.08, 1.98, 1.63, 7.25, repro,
2007-06-14,15.50, -17.70, -18.66, 1.98, 1.64, 7.24, repro,
2007-06-15,15.78, -15.94, -15.92, 1.94, 1.6, 7.15, repro,
2007-06-16,15.61, -15.59, -21.88, 1.92, 1.6, 7.16, repro,
2007-06-17,15.93, -16.43, -12.24, 1.93, 1.59, 7.14, repro,
2007-06-18,16.07, -17.79, -14.60, 1.93, 1.59, 7.11, repro,
2007-06-19,15.81, -16.40, -26.26, 1.95, 1.59, 7.16, repro,
2007-06-20,16.04, -17.39, -22.22, 1.94, 1.59, 7.12, repro,
2007-06-21,14.62, -17.00, -19.32, 1.91, 1.58, 7.07, repro,
2007-06-22,14.12, -16.96, -17.95, 1.93, 1.6, 7.21, repro,
2007-06-23,14.91, -16.52, -18.84, 1.93, 1.58, 7.12, repro,
2007-06-24,15.79, -18.89, -21.54, 1.96, 1.63, 7.35, repro,
2007-06-25,16.32, -16.92, -22.31, 1.95, 1.59, 7.19, repro,
2007-06-26,15.47, -17.73, -23.96, 1.93, 1.58, 7.13, repro,
2007-06-27,14.75, -17.82, -17.62, 1.93, 1.59, 7.19, repro,
2007-06-28,15.23, -17.03, -23.00, 1.93, 1.58, 7.12, repro,
2007-06-29,14.73, -17.15, -21.46, 1.94, 1.59, 7.19, repro,
2007-06-30,15.40, -16.77, -20.29, 1.93, 1.58, 7.17, repro,
2007-07-01,16.50, -16.38, -21.32, 1.95, 1.6, 7.25, repro,
2007-07-02,15.13, -17.62, -18.51, 1.93, 1.6, 7.22, repro,
2007-07-03,15.33, -17.10, -20.47, 1.93, 1.59, 7.18, repro,
2007-07-04,14.53, -17.31, -20.45, 1.94, 1.59, 7.16, repro,
2007-07-05,14.80, -18.96, -20.07, 1.92, 1.59, 7.16, repro,
2007-07-06,15.51, -16.61, -14.91, 1.94, 1.6, 7.25, repro,
2007-07-07,13.18, -17.81, -15.66, 1.98, 1.67, 7.45, repro,
2007-07-08,14.53, -18.07, -16.81, 1.94, 1.6, 7.23, repro,
2007-07-09,15.37, -17.53, -20.58, 1.97, 1.66, 7.32, repro,
2007-07-10,15.27, -19.00, -19.99, 1.93, 1.59, 7.19, repro,
2007-07-11,16.03, -17.93, -25.38, 1.94, 1.59, 7.18, repro,
2007-07-12,15.47, -17.16, -18.03, 1.98, 1.66, 7.4, repro,
2007-07-13,14.48, -17.19, -19.81, 1.97, 1.67, 7.37, repro,
2007-07-14,17.01, -17.59, -22.98, 1.97, 1.64, 7.22, repro,
2007-07-15,15.71, -17.29, -16.66, 1.97, 1.66, 7.36, repro,
2007-07-16,14.98, -18.00, -18.46, 1.95, 1.65, 7.28, repro,
2007-07-17,15.24, -18.23, -11.57, 1.96, 1.63, 7.33, repro,
2007-07-18,15.53, -17.91, -16.91, 1.94, 1.61, 7.23, repro,
2007-07-19,15.03, -18.77, -16.69, 1.94, 1.6, 7.19, repro,
2007-07-20,16.20, -18.22, -18.54, 1.97, 1.66, 7.36, repro,
2007-07-21,14.83, -18.48, -15.87, 1.98, 1.65, 7.37, repro,
2007-07-22,14.61, -17.60, -18.03, 1.96, 1.66, 7.35, repro,
2007-07-23,16.54, -17.57, -18.91, 1.98, 1.67, 7.43, repro,
2007-07-24,15.48, -18.18, -15.96, 2, 1.7, 7.56, repro,
2007-07-25,14.64, -17.44, -6.29, 1.99, 1.67, 7.41, repro,
2007-07-26,15.23, -18.05, -6.96, 1.98, 1.61, 7.32, repro,
2007-07-27,14.64, -18.26, -16.71, 1.97, 1.66, 7.39, repro,
2007-07-28,16.32, -19.60, -19.14, 1.96, 1.67, 7.39, repro,
2007-07-29,15.50, -18.14, -10.58, 1.97, 1.68, 7.41, repro,
2007-07-30,15.18, -16.79, -15.10, 1.96, 1.62, 7.29, repro,
2007-07-31,16.11, -18.10, -18.56, 1.97, 1.62, 7.33, repro,
2007-08-01,15.99, -18.10, -8.67, 1.96, 1.65, 7.3, repro,
2007-08-02,16.26, -16.48, -11.89, 1.93, 1.6, 7.16, repro,
2007-08-03,14.47, -17.77, -9.93, 1.93, 1.61, 7.17, repro,
2007-08-04,14.72, -18.74, -13.36, 1.92, 1.61, 7.16, repro,
2007-08-05,15.45, -18.80, -13.14, 1.99, 1.61, 7.29, repro,
2007-08-06,16.01, -19.03, -8.00, 1.96, 1.63, 7.36, repro,
2007-08-07,16.03, -19.05, -13.83, 2.01, 1.64, 7.48, repro,
2007-08-08,16.17, -19.04, -12.71, 1.93, 1.59, 7.15, repro,
2007-08-09,16.23, -17.68, -13.69, 1.92, 1.61, 7.19, repro,
2007-08-10,15.77, -18.59, -12.90, 1.92, 1.6, 7.14, repro,
2007-08-11,15.43, -18.87, -12.39, 1.93, 1.58, 7.1, repro,
2007-08-12,16.67, -18.47, -14.24, 1.93, 1.58, 7.12, repro,
2007-08-13,16.28, -19.16, -18.31, 1.93, 1.59, 7.13, repro,
2007-08-14,16.16, -19.13, -16.86, 2.06, 1.71, 7.6, repro,
2007-08-15,16.49, -18.71, -17.44, 2.03, 1.71, 7.52, repro,
2007-08-16,15.91, -19.02, -8.74, 2.01, 1.66, 7.48, repro,
2007-08-17,16.23, -18.29, -12.21, 2.02, 1.65, 7.48, repro,
2007-08-18,16.50, -19.06, -15.22, 2.04, 1.68, 7.72, repro,
2007-08-19,16.86, -18.15, -15.09, 2.08, 1.7, 7.85, repro,
2007-08-20,17.15, -19.19, -19.21, 2, 1.65, 7.45, repro,
2007-08-21,17.30, -18.53, -14.53, 2.04, 1.66, 7.52, repro,
2007-08-22,16.91, -19.39, -10.73, 2.01, 1.65, 7.41, repro,
2007-08-23,18.48, -18.09, -3.36, 1.98, 1.59, 7.25, repro,
2007-08-24,16.15, -18.10, -15.47, 2.1, 1.69, 7.76, repro,
2007-08-25,17.34, -19.28, -18.44, 2.02, 1.68, 7.53, repro,
2007-08-26,15.55, -17.66, -12.23, 2.05, 1.73, 7.74, repro,
2007-08-27,17.56, -18.99, -15.04, 2.04, 1.72, 7.67, repro,
2007-08-28,15.21, -17.59, -12.41, 2.02, 1.67, 7.45, repro,
2007-08-29,16.44, -18.81, -12.17, 2.02, 1.66, 7.48, repro,
2007-08-30,18.77, -19.97, -18.60, 2.05, 1.7, 7.64, repro,
2007-08-31,18.60, -21.34, -18.57, 2.06, 1.75, 7.73, repro,
2007-09-01,16.28, -20.66, -12.56, 2.02, 1.69, 7.53, repro,
2007-09-02,17.64, -19.75, -18.80, 2.02, 1.68, 7.51, repro,
2007-09-03,17.05, -19.21, -10.59, 2.01, 1.67, 7.48, repro,
2007-09-04,17.31, -19.78, -14.57, 2.03, 1.68, 7.54, repro,
2007-09-05,16.91, -20.56, -12.21, 2.02, 1.69, 7.55, repro,
2007-09-06,17.54, -20.73, -15.03, 2.03, 1.69, 7.59, repro,
2007-09-07,16.37, -18.77, -11.48, 2.01, 1.68, 7.48, repro,
2007-09-08,17.10, -20.83, -18.20, 2.14, 1.83, 8.09, repro,
2007-09-09,16.37, -19.91, -11.05, 2.1, 1.76, 7.83, repro,
2007-09-10,17.56, -20.10, -18.89, 2.05, 1.68, 7.59, repro,
2007-09-11,17.20, -20.98, -16.80, 2.04, 1.69, 7.54, repro,
2007-09-12,16.62, -20.18, -22.85, 2.05, 1.68, 7.56, repro,
2007-09-13,16.92, -20.17, -19.44, 2.12, 1.69, 7.74, repro,
2007-09-14,18.87, -20.69, -17.36, 2.07, 1.71, 7.65, repro,
2007-09-15,16.31, -20.96, -10.81, 2.12, 1.69, 7.81, repro,
2007-09-16,17.42, -21.35, -13.06, 2.11, 1.68, 7.72, repro,
2007-09-17,17.98, -20.70, -12.72, 2.12, 1.79, 7.98, repro,
2007-09-18,17.22, -20.06, -13.88, 2.09, 1.7, 7.72, repro,
2007-09-19,16.54, -20.50, -11.99, 1.94, 1.59, 7.15, repro,
2007-09-20,18.09, -19.80, -7.02, 1.99, 1.63, 7.33, repro,
2007-09-21,16.92, -20.67, -8.79, 2.05, 1.69, 7.64, repro,
2007-09-22,16.56, -21.54, -8.08, 2.04, 1.68, 7.58, repro,
2007-09-23,17.57, -20.62, -17.02, 2.06, 1.72, 7.76, repro,
2007-09-24,16.32, -21.00, -14.93, 2.06, 1.67, 7.65, repro,
2007-09-25,16.36, -21.31, -17.77, 2.01, 1.63, 7.41, repro,
2007-09-26,16.96, -20.20, -13.45, 1.98, 1.61, 7.33, repro,
2007-09-27,16.07, -21.12, -14.89, 2.01, 1.64, 7.48, repro,
2007-09-28,17.82, -21.93, -14.71, 2.05, 1.76, 7.71, repro,
2007-09-29,17.31, -22.62, -15.49, 2.02, 1.7, 7.6, repro,
2007-09-30,17.01, -21.76, -13.29, 2.07, 1.71, 7.73, repro,
2007-10-01,17.74, -21.29, -11.67, 2.01, 1.69, 7.55, repro,
2007-10-02,18.11, -21.16, -12.39, 2.05, 1.75, 7.79, repro,
2007-10-03,17.49, -21.86, -12.83, 2.09, 1.75, 7.92, repro,
