PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2019-11-22
Release Date, 2019-11-23
Source file, P566.cwu.nam14.pos
Offset from source file, 62.17 mm North, -73.30 mm East, -82.02 mm Vertical
Reference position, 36.3244546817 North Latitude, -119.2292876213 East Longitude, 78.14754 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2016-12-05,102.25, -119.90, -135.11, 1.87, 1.53, 6.83, repro,
2016-12-06,101.56, -119.61, -135.18, 1.87, 1.54, 6.83, repro,
2016-12-07,101.95, -119.59, -138.16, 1.88, 1.54, 6.86, repro,
2016-12-08,102.29, -118.52, -140.10, 1.87, 1.54, 6.86, repro,
2016-12-09,102.59, -118.64, -141.08, 1.92, 1.55, 7.02, repro,
2016-12-10,102.17, -119.66, -130.91, 1.87, 1.54, 6.87, repro,
2016-12-11,103.19, -120.35, -131.10, 1.87, 1.54, 6.85, repro,
2016-12-12,103.45, -119.31, -136.31, 1.89, 1.58, 6.95, repro,
2016-12-13,103.00, -119.69, -137.05, 1.89, 1.59, 7.01, repro,
2016-12-14,102.20, -118.82, -140.97, 1.9, 1.59, 7.01, repro,
2016-12-15,102.05, -119.24, -136.86, 1.88, 1.54, 6.88, repro,
2016-12-16,102.11, -121.12, -130.79, 1.88, 1.54, 6.91, repro,
2016-12-17,103.08, -120.67, -135.57, 1.87, 1.54, 6.83, repro,
2016-12-18,103.07, -119.79, -142.40, 1.87, 1.54, 6.87, repro,
2016-12-19,103.26, -119.82, -142.36, 2, 1.63, 7.28, repro,
2016-12-20,103.08, -119.15, -138.92, 1.88, 1.54, 6.86, repro,
2016-12-21,103.82, -119.97, -139.44, 1.88, 1.54, 6.89, repro,
2016-12-22,103.11, -119.99, -134.23, 1.87, 1.53, 6.8, repro,
2016-12-23,102.34, -118.91, -133.51, 1.89, 1.55, 6.93, repro,
2016-12-24,103.50, -121.30, -136.39, 1.86, 1.54, 6.83, repro,
2016-12-25,102.90, -120.38, -137.32, 1.87, 1.53, 6.83, repro,
2016-12-26,103.02, -118.42, -136.72, 1.88, 1.54, 6.87, repro,
2016-12-27,103.49, -119.99, -143.54, 1.87, 1.54, 6.84, repro,
2016-12-28,102.95, -120.15, -134.96, 1.86, 1.52, 6.76, repro,
2016-12-29,103.89, -119.09, -141.34, 1.86, 1.54, 6.84, repro,
2016-12-30,102.44, -120.07, -133.45, 1.96, 1.62, 7.14, repro,
2016-12-31,102.98, -119.90, -133.59, 1.89, 1.53, 6.86, repro,
2017-01-01,103.11, -120.80, -132.06, 1.88, 1.54, 6.87, repro,
2017-01-02,102.80, -120.60, -137.28, 1.86, 1.53, 6.78, repro,
2017-01-03,102.49, -120.06, -141.15, 1.87, 1.55, 6.84, repro,
2017-01-04,103.17, -119.70, -136.88, 1.87, 1.54, 6.83, repro,
2017-01-05,102.58, -120.43, -130.92, 1.91, 1.58, 6.97, repro,
2017-01-06,103.84, -120.88, -139.36, 1.89, 1.54, 6.88, repro,
2017-01-07,103.91, -119.62, -140.22, 1.9, 1.54, 6.91, repro,
2017-01-08,103.38, -119.90, -140.85, 1.88, 1.54, 6.82, repro,
2017-01-09,105.09, -119.36, -136.56, 1.89, 1.55, 6.88, repro,
2017-01-10,102.47, -119.72, -133.79, 1.92, 1.54, 6.97, repro,
2017-01-11,103.38, -120.03, -138.63, 1.9, 1.54, 6.91, repro,
2017-01-12,104.33, -121.79, -140.39, 1.88, 1.54, 6.86, repro,
2017-01-13,104.16, -121.14, -147.53, 1.88, 1.55, 6.87, repro,
2017-01-14,104.68, -120.82, -147.14, 1.86, 1.55, 6.83, repro,
2017-01-15,104.24, -119.92, -143.63, 1.87, 1.55, 6.86, repro,
2017-01-16,104.13, -120.33, -141.17, 1.87, 1.53, 6.81, repro,
2017-01-17,105.31, -120.61, -137.42, 2.11, 1.76, 7.65, repro,
2017-01-19,104.75, -122.96, -140.13, 3.77, 2.83, 13.16, repro,
2017-01-20,104.55, -120.35, -130.47, 1.87, 1.55, 6.85, repro,
2017-01-21,104.02, -120.89, -132.03, 1.88, 1.54, 6.86, repro,
2017-01-22,104.31, -120.62, -140.86, 1.86, 1.54, 6.83, repro,
2017-01-23,104.48, -120.21, -134.57, 1.89, 1.55, 6.9, repro,
2017-01-24,105.47, -121.75, -143.30, 1.88, 1.55, 6.93, repro,
2017-01-25,104.60, -120.70, -149.71, 1.86, 1.54, 6.85, repro,
2017-01-26,105.15, -120.90, -149.95, 1.87, 1.54, 6.83, repro,
2017-01-27,106.20, -120.09, -153.45, 1.87, 1.53, 6.82, repro,
2017-01-28,105.67, -119.89, -155.52, 1.88, 1.54, 6.87, repro,
2017-01-29,104.63, -120.94, -150.83, 1.89, 1.54, 6.9, repro,
2017-01-30,104.47, -120.89, -150.44, 1.86, 1.54, 6.83, repro,
2017-01-31,104.98, -120.92, -150.68, 1.86, 1.54, 6.8, repro,
2017-02-01,104.62, -120.88, -148.05, 1.87, 1.54, 6.82, repro,
2017-02-02,104.79, -120.44, -145.91, 1.87, 1.54, 6.85, repro,
2017-02-03,105.42, -120.78, -147.52, 1.89, 1.56, 6.96, repro,
2017-02-04,105.97, -121.34, -149.76, 1.89, 1.54, 6.89, repro,
2017-02-05,103.66, -120.71, -142.15, 1.87, 1.54, 6.87, repro,
2017-02-06,104.88, -121.33, -140.92, 1.87, 1.54, 6.84, repro,
2017-02-07,105.13, -121.49, -141.90, 1.9, 1.57, 6.96, repro,
2017-02-08,105.39, -119.81, -147.13, 1.9, 1.55, 6.9, repro,
2017-02-09,105.23, -120.85, -151.30, 1.89, 1.55, 6.94, repro,
2017-02-10,104.62, -121.85, -147.20, 1.89, 1.55, 6.92, repro,
2017-02-11,104.85, -120.98, -150.87, 1.86, 1.54, 6.81, repro,
2017-02-12,105.43, -120.40, -152.09, 1.86, 1.54, 6.82, repro,
2017-02-13,105.38, -120.31, -152.89, 1.88, 1.56, 6.91, repro,
2017-02-14,104.56, -120.89, -148.86, 1.88, 1.56, 6.9, repro,
2017-02-15,105.01, -121.11, -146.77, 1.88, 1.55, 6.9, repro,
2017-02-16,105.54, -120.68, -141.78, 1.89, 1.57, 6.97, repro,
2017-02-17,103.65, -121.19, -136.67, 1.86, 1.56, 6.88, repro,
2017-02-18,104.70, -120.89, -138.08, 1.86, 1.55, 6.81, repro,
2017-02-19,103.31, -120.30, -139.56, 1.87, 1.55, 6.87, repro,
2017-02-20,105.20, -120.90, -142.40, 1.88, 1.55, 6.89, repro,
2017-02-21,105.44, -123.21, -154.45, 1.89, 1.55, 6.98, repro,
2017-02-22,103.17, -120.94, -154.23, 1.87, 1.54, 6.86, repro,
2017-02-23,105.73, -121.02, -153.89, 1.9, 1.58, 6.96, repro,
2017-02-24,105.19, -120.83, -151.27, 1.9, 1.58, 6.93, repro,
2017-02-25,104.87, -120.45, -145.52, 2.01, 1.62, 7.21, repro,
2017-02-26,104.18, -120.95, -150.63, 1.88, 1.54, 6.84, repro,
2017-02-27,103.65, -122.84, -144.71, 1.91, 1.56, 6.93, repro,
2017-02-28,104.21, -121.58, -152.19, 1.87, 1.54, 6.83, repro,
2017-03-01,104.92, -120.06, -153.87, 1.86, 1.54, 6.83, repro,
2017-03-02,104.63, -120.77, -154.49, 1.87, 1.54, 6.8, repro,
2017-03-03,105.45, -121.12, -150.37, 1.91, 1.56, 6.95, repro,
2017-03-04,104.09, -121.25, -148.16, 1.88, 1.54, 6.89, repro,
2017-03-05,103.95, -121.54, -141.70, 1.87, 1.55, 6.88, repro,
2017-03-06,104.41, -121.80, -144.78, 1.91, 1.55, 6.99, repro,
2017-03-07,104.21, -120.94, -149.22, 1.89, 1.58, 6.87, repro,
2017-03-08,104.42, -120.81, -152.18, 1.87, 1.55, 6.87, repro,
2017-03-09,104.02, -121.23, -154.05, 1.87, 1.54, 6.86, repro,
2017-03-10,103.92, -120.89, -157.00, 1.87, 1.55, 6.89, repro,
2017-03-11,103.80, -121.78, -156.32, 1.87, 1.54, 6.83, repro,
2017-03-12,104.61, -119.65, -152.46, 1.87, 1.53, 6.8, repro,
2017-03-13,105.25, -119.72, -148.78, 1.89, 1.53, 6.82, repro,
2017-03-14,104.11, -121.09, -144.58, 1.87, 1.54, 6.82, repro,
2017-03-15,103.35, -121.46, -149.42, 1.88, 1.55, 6.92, repro,
2017-03-16,103.11, -121.32, -149.14, 1.89, 1.6, 7.02, repro,
2017-03-17,103.24, -120.85, -151.29, 1.86, 1.54, 6.82, repro,
2017-03-18,103.01, -121.81, -150.18, 1.86, 1.54, 6.86, repro,
2017-03-19,103.25, -121.26, -149.16, 1.89, 1.54, 6.88, repro,
2017-03-20,104.35, -121.21, -147.51, 1.87, 1.54, 6.87, repro,
2017-03-21,103.11, -121.86, -147.62, 1.88, 1.57, 6.99, repro,
2017-03-22,106.75, -121.87, -139.23, 2.06, 1.65, 7.56, repro,
2017-03-23,105.84, -121.37, -147.25, 1.88, 1.58, 6.91, repro,
2017-03-24,104.79, -122.16, -152.31, 1.9, 1.58, 6.93, repro,
2017-03-25,104.92, -122.26, -148.47, 1.87, 1.53, 6.81, repro,
2017-03-26,104.64, -122.63, -148.11, 1.89, 1.58, 6.98, repro,
2017-03-27,104.25, -123.20, -148.52, 1.86, 1.54, 6.84, repro,
2017-03-28,103.71, -121.72, -150.57, 1.86, 1.54, 6.85, repro,
2017-03-29,104.75, -122.38, -150.72, 1.86, 1.53, 6.82, repro,
2017-03-30,104.23, -122.62, -152.56, 1.87, 1.53, 6.78, repro,
2017-03-31,104.24, -122.34, -150.55, 1.86, 1.54, 6.81, repro,
2017-04-01,103.67, -121.83, -149.95, 1.87, 1.55, 6.87, repro,
2017-04-02,104.87, -122.18, -151.20, 1.87, 1.54, 6.85, repro,
2017-04-03,104.03, -123.05, -144.44, 1.87, 1.55, 6.89, repro,
2017-04-04,104.77, -122.63, -147.14, 1.88, 1.54, 6.84, repro,
2017-04-05,104.48, -123.19, -150.57, 1.91, 1.58, 6.97, repro,
2017-04-06,104.32, -122.93, -148.81, 1.89, 1.57, 6.96, repro,
2017-04-07,104.55, -122.25, -133.06, 1.89, 1.57, 7.03, repro,
2017-04-08,105.56, -122.43, -147.70, 1.87, 1.54, 6.88, repro,
2017-04-09,105.17, -122.47, -148.19, 1.87, 1.53, 6.81, repro,
2017-04-10,104.08, -122.72, -156.15, 1.88, 1.53, 6.82, repro,
2017-04-11,104.74, -122.39, -156.69, 1.87, 1.54, 6.85, repro,
2017-04-12,103.89, -122.98, -151.66, 1.88, 1.55, 6.91, repro,
2017-04-13,102.93, -122.77, -148.84, 1.88, 1.55, 6.92, repro,
2017-04-14,104.98, -122.54, -149.36, 1.85, 1.53, 6.77, repro,
2017-04-15,104.18, -123.02, -153.46, 1.86, 1.53, 6.78, repro,
2017-04-16,104.04, -122.79, -158.84, 1.87, 1.54, 6.84, repro,
2017-04-17,103.90, -122.83, -153.56, 1.89, 1.56, 6.95, repro,
2017-04-18,106.05, -123.14, -153.55, 1.89, 1.56, 6.94, repro,
2017-04-19,105.36, -122.56, -151.78, 1.88, 1.54, 6.85, repro,
2017-04-20,104.12, -122.81, -152.59, 1.86, 1.53, 6.78, repro,
2017-04-21,105.44, -123.68, -154.76, 1.89, 1.58, 6.92, repro,
2017-04-22,103.90, -123.08, -157.37, 1.88, 1.54, 6.84, repro,
2017-04-23,105.61, -123.35, -154.77, 1.89, 1.55, 6.9, repro,
2017-04-24,106.02, -122.93, -146.82, 1.88, 1.54, 6.87, repro,
2017-04-25,104.80, -122.61, -146.96, 1.91, 1.55, 6.99, repro,
2017-04-26,104.88, -122.12, -150.43, 1.86, 1.53, 6.81, repro,
2017-04-27,105.72, -124.29, -154.87, 1.9, 1.61, 7.11, repro,
2017-04-28,104.65, -122.90, -151.88, 1.9, 1.59, 7.03, repro,
2017-04-29,104.99, -122.00, -151.45, 1.87, 1.54, 6.84, repro,
2017-04-30,105.01, -122.30, -153.08, 1.86, 1.53, 6.78, repro,
2017-05-01,104.78, -123.20, -150.74, 1.87, 1.53, 6.8, repro,
2017-05-02,104.80, -123.30, -154.10, 1.86, 1.54, 6.8, repro,
2017-05-03,104.54, -122.87, -155.93, 1.86, 1.54, 6.81, repro,
2017-05-04,104.74, -122.07, -155.95, 1.88, 1.54, 6.85, repro,
2017-05-05,103.95, -121.95, -145.64, 1.92, 1.58, 7.16, repro,
2017-05-06,105.32, -122.39, -147.12, 1.86, 1.53, 6.82, repro,
2017-05-07,105.68, -123.69, -150.35, 1.86, 1.54, 6.81, repro,
2017-05-08,104.53, -123.34, -157.34, 1.86, 1.54, 6.81, repro,
2017-05-09,104.46, -123.89, -155.14, 1.86, 1.54, 6.81, repro,
2017-05-10,104.32, -124.21, -154.70, 1.9, 1.58, 6.99, repro,
2017-05-11,103.43, -122.57, -155.94, 1.89, 1.58, 6.98, repro,
2017-05-12,103.85, -122.64, -151.81, 1.87, 1.54, 6.83, repro,
2017-05-13,105.19, -123.81, -154.78, 1.87, 1.54, 6.81, repro,
2017-05-14,105.24, -123.27, -153.34, 1.85, 1.53, 6.78, repro,
2017-05-15,104.09, -124.14, -144.91, 1.87, 1.54, 6.84, repro,
2017-05-16,105.69, -124.50, -148.96, 1.86, 1.54, 6.84, repro,
2017-05-17,105.71, -124.90, -152.04, 1.87, 1.54, 6.82, repro,
2017-05-18,105.07, -123.23, -148.14, 1.94, 1.65, 7.26, repro,
2017-05-19,106.84, -124.38, -161.42, 1.9, 1.55, 6.9, repro,
2017-05-20,105.90, -123.30, -145.34, 1.88, 1.54, 6.87, repro,
2017-05-21,105.08, -125.00, -151.04, 1.87, 1.54, 6.86, repro,
2017-05-22,105.02, -123.70, -144.04, 1.88, 1.53, 6.82, repro,
2017-05-23,104.75, -124.75, -149.72, 1.87, 1.54, 6.81, repro,
2017-05-24,105.48, -123.83, -146.98, 1.88, 1.54, 6.84, repro,
2017-05-25,103.53, -124.40, -145.30, 1.86, 1.54, 6.8, repro,
2017-05-26,104.74, -124.95, -149.71, 1.87, 1.54, 6.85, repro,
2017-05-27,105.12, -124.75, -150.99, 1.88, 1.54, 6.84, repro,
2017-05-28,104.93, -124.02, -146.52, 1.88, 1.54, 6.83, repro,
2017-05-29,105.05, -124.01, -151.38, 1.87, 1.55, 6.83, repro,
2017-05-30,103.96, -124.48, -151.15, 1.86, 1.54, 6.82, repro,
2017-05-31,105.78, -122.85, -148.68, 1.87, 1.56, 6.9, repro,
2017-06-01,104.10, -125.33, -149.52, 1.88, 1.54, 6.83, repro,
2017-06-02,105.33, -124.72, -145.99, 1.91, 1.59, 6.99, repro,
2017-06-03,104.47, -125.27, -150.06, 1.87, 1.55, 6.82, repro,
2017-06-04,105.18, -124.18, -148.12, 1.88, 1.54, 6.85, repro,
2017-06-05,104.30, -125.29, -145.02, 1.85, 1.54, 6.82, repro,
2017-06-06,105.05, -125.12, -148.03, 1.91, 1.61, 7.03, repro,
2017-06-07,105.53, -124.92, -145.21, 1.9, 1.55, 6.9, repro,
2017-06-08,105.33, -123.50, -153.14, 1.87, 1.54, 6.84, repro,
2017-06-09,105.46, -125.20, -147.47, 1.87, 1.54, 6.83, repro,
2017-06-10,104.59, -124.78, -142.80, 1.86, 1.53, 6.8, repro,
2017-06-11,104.85, -125.25, -139.35, 1.9, 1.59, 6.95, repro,
2017-06-12,105.52, -124.58, -145.03, 1.88, 1.54, 6.84, repro,
2017-06-13,105.66, -125.22, -148.77, 1.87, 1.54, 6.81, repro,
2017-06-14,105.86, -124.38, -143.54, 1.87, 1.54, 6.84, repro,
2017-06-15,105.79, -124.96, -144.96, 1.88, 1.57, 6.94, repro,
2017-06-16,104.20, -125.51, -144.00, 2, 1.74, 7.5, repro,
2017-06-17,104.66, -125.10, -147.98, 1.87, 1.53, 6.82, repro,
2017-06-18,103.69, -125.87, -141.70, 1.87, 1.54, 6.85, repro,
2017-06-19,106.31, -123.87, -148.33, 1.88, 1.54, 6.85, repro,
2017-06-20,105.72, -124.49, -148.27, 1.85, 1.54, 6.79, repro,
2017-06-21,105.76, -125.32, -142.67, 1.87, 1.56, 6.86, repro,
2017-06-22,105.26, -125.01, -149.99, 1.86, 1.55, 6.85, repro,
2017-06-23,105.51, -124.71, -150.38, 1.88, 1.55, 6.89, repro,
2017-06-24,105.46, -126.86, -149.61, 1.87, 1.54, 6.84, repro,
2017-06-25,103.98, -124.61, -146.40, 1.92, 1.57, 6.99, repro,
2017-06-26,104.99, -123.62, -143.87, 1.94, 1.56, 7, repro,
2017-06-27,104.57, -125.13, -147.35, 1.87, 1.54, 6.82, repro,
2017-06-28,104.60, -124.89, -146.36, 1.87, 1.54, 6.84, repro,
2017-06-29,105.94, -124.06, -151.17, 1.88, 1.54, 6.86, repro,
2017-06-30,104.30, -125.16, -145.35, 1.99, 1.68, 7.6, repro,
2017-07-01,106.14, -124.70, -144.43, 1.91, 1.64, 7.16, repro,
2017-07-02,105.20, -126.54, -145.15, 1.87, 1.54, 6.82, repro,
2017-07-03,104.99, -124.62, -149.38, 1.87, 1.54, 6.85, repro,
2017-07-04,104.02, -125.49, -145.38, 1.88, 1.55, 6.91, repro,
2017-07-05,105.47, -125.32, -150.71, 1.87, 1.54, 6.81, repro,
2017-07-06,105.17, -125.52, -142.68, 1.94, 1.55, 6.93, repro,
2017-07-07,106.14, -124.34, -151.08, 1.93, 1.54, 6.91, repro,
2017-07-08,105.61, -123.81, -144.19, 1.88, 1.55, 6.89, repro,
2017-07-09,104.38, -125.62, -152.43, 1.88, 1.55, 6.86, repro,
2017-07-10,105.19, -126.34, -140.46, 1.88, 1.54, 6.83, repro,
2017-07-11,104.80, -125.21, -147.51, 1.88, 1.54, 6.81, repro,
2017-07-12,105.38, -126.17, -148.42, 1.9, 1.58, 6.95, repro,
2017-07-13,105.59, -125.75, -147.32, 1.9, 1.57, 6.93, repro,
2017-07-14,103.38, -125.51, -149.15, 1.89, 1.57, 6.91, repro,
2017-07-15,106.09, -126.95, -145.34, 1.95, 1.61, 7.11, repro,
2017-07-16,105.38, -124.93, -149.35, 1.88, 1.55, 6.84, repro,
2017-07-17,106.14, -126.23, -142.68, 1.86, 1.53, 6.77, repro,
2017-07-18,104.30, -125.92, -142.21, 1.87, 1.55, 6.86, repro,
2017-07-19,105.08, -127.09, -149.71, 1.87, 1.55, 6.87, repro,
2017-07-20,104.79, -125.72, -153.40, 1.86, 1.55, 6.85, repro,
2017-07-21,105.20, -125.82, -147.55, 1.88, 1.55, 6.88, repro,
2017-07-22,105.45, -125.83, -151.85, 1.86, 1.53, 6.79, repro,
2017-07-23,103.94, -124.64, -141.92, 1.86, 1.54, 6.83, repro,
2017-07-24,105.10, -125.62, -145.00, 1.87, 1.56, 6.91, repro,
2017-07-25,104.41, -126.67, -144.04, 1.87, 1.55, 6.87, repro,
2017-07-26,105.78, -126.63, -149.45, 1.88, 1.55, 6.9, repro,
2017-07-27,104.61, -124.83, -149.73, 1.86, 1.54, 6.82, repro,
2017-07-28,105.53, -126.48, -149.48, 1.87, 1.54, 6.81, repro,
2017-07-29,106.10, -126.33, -147.92, 1.89, 1.55, 6.91, repro,
2017-07-30,106.08, -126.50, -150.42, 1.86, 1.56, 6.9, repro,
2017-07-31,107.48, -126.13, -147.65, 1.87, 1.56, 6.9, repro,
2017-08-01,105.08, -125.94, -144.52, 1.87, 1.54, 6.84, repro,
2017-08-02,105.23, -125.57, -145.10, 1.87, 1.54, 6.84, repro,
2017-08-03,103.19, -126.71, -143.96, 1.92, 1.57, 7.04, repro,
2017-08-04,105.62, -127.99, -153.68, 1.94, 1.59, 7.15, repro,
2017-08-05,105.13, -126.98, -147.74, 1.86, 1.55, 6.87, repro,
2017-08-06,105.93, -125.91, -144.48, 1.86, 1.54, 6.87, repro,
2017-08-07,105.56, -125.78, -143.44, 1.86, 1.53, 6.78, repro,
2017-08-08,105.92, -124.75, -148.29, 1.86, 1.54, 6.82, repro,
2017-08-09,106.93, -125.23, -153.19, 1.87, 1.54, 6.86, repro,
2017-08-10,106.46, -126.38, -146.38, 1.87, 1.55, 6.9, repro,
2017-08-11,106.66, -124.78, -141.34, 1.91, 1.56, 7.03, repro,
2017-08-12,104.36, -127.38, -144.43, 1.87, 1.54, 6.78, repro,
2017-08-13,105.87, -127.28, -144.49, 1.87, 1.55, 6.86, repro,
2017-08-14,105.40, -126.85, -146.68, 1.97, 1.63, 7.31, repro,
2017-08-15,106.04, -126.68, -149.62, 1.89, 1.6, 7.01, repro,
2017-08-16,104.66, -126.86, -142.05, 1.87, 1.54, 6.85, repro,
2017-08-17,106.54, -127.95, -150.40, 1.91, 1.6, 7.02, repro,
2017-08-18,105.70, -126.78, -145.04, 1.94, 1.61, 7.09, repro,
2017-08-19,106.73, -125.33, -144.74, 1.91, 1.59, 7.01, repro,
2017-08-20,104.87, -126.48, -145.15, 1.87, 1.54, 6.87, repro,
2017-08-21,104.79, -127.28, -144.27, 1.87, 1.54, 6.86, repro,
2017-08-22,107.04, -127.55, -149.28, 1.89, 1.55, 6.9, repro,
2017-08-23,106.18, -126.77, -149.05, 1.87, 1.54, 6.81, repro,
2017-08-24,107.00, -127.52, -145.42, 1.87, 1.55, 6.88, repro,
2017-08-25,105.79, -128.18, -146.32, 1.92, 1.56, 7.06, repro,
2017-08-26,105.79, -127.37, -152.35, 1.88, 1.56, 6.92, repro,
2017-08-27,104.00, -127.47, -147.13, 1.87, 1.55, 6.87, repro,
2017-08-28,104.74, -127.77, -148.28, 1.85, 1.53, 6.76, repro,
2017-08-29,105.63, -127.16, -146.81, 1.89, 1.59, 6.94, repro,
2017-08-30,106.10, -126.25, -143.23, 1.87, 1.56, 6.89, repro,
2017-08-31,105.35, -127.20, -143.98, 1.93, 1.59, 7.03, repro,
2017-09-01,105.57, -126.95, -149.04, 1.91, 1.58, 6.96, repro,
2017-09-02,106.34, -127.04, -136.14, 1.88, 1.55, 6.86, repro,
2017-09-03,106.63, -126.50, -140.74, 1.95, 1.62, 7.15, repro,
2017-09-04,106.02, -128.77, -143.32, 1.9, 1.55, 6.97, repro,
2017-09-05,105.90, -128.78, -147.57, 1.88, 1.56, 6.94, repro,
2017-09-06,106.80, -127.42, -146.76, 1.91, 1.58, 7.05, repro,
2017-09-07,108.94, -126.79, -141.16, 1.94, 1.65, 7.12, repro,
2017-09-08,107.55, -129.25, -135.93, 1.9, 1.58, 6.97, repro,
2017-09-09,106.76, -128.03, -143.66, 1.91, 1.59, 7.04, repro,
2017-09-10,105.28, -128.76, -140.79, 1.86, 1.54, 6.84, repro,
2017-09-11,108.37, -127.92, -145.52, 1.9, 1.58, 7.01, repro,
2017-09-12,105.61, -128.21, -144.75, 1.96, 1.62, 7.12, repro,
2017-09-13,105.46, -128.81, -134.58, 1.91, 1.61, 7.05, repro,
2017-09-14,105.26, -130.29, -138.98, 1.92, 1.63, 7.1, repro,
2017-09-15,106.55, -128.11, -141.65, 1.9, 1.59, 6.98, repro,
2017-09-16,106.08, -128.19, -141.94, 1.86, 1.54, 6.84, repro,
2017-09-17,105.09, -128.98, -145.61, 1.87, 1.56, 6.91, repro,
2017-09-18,106.57, -129.20, -143.96, 1.88, 1.54, 6.89, repro,
2017-09-19,106.11, -129.64, -137.89, 1.86, 1.54, 6.85, repro,
2017-09-20,108.32, -128.34, -143.20, 1.87, 1.53, 6.82, repro,
2017-09-21,107.57, -129.22, -142.43, 1.89, 1.56, 6.93, repro,
2017-09-22,106.19, -128.83, -143.34, 1.86, 1.54, 6.84, repro,
2017-09-23,107.81, -129.87, -147.91, 1.86, 1.55, 6.89, repro,
2017-09-24,106.67, -128.60, -139.61, 1.87, 1.54, 6.86, repro,
2017-09-25,106.40, -128.75, -141.41, 1.87, 1.53, 6.83, repro,
2017-09-26,106.41, -127.51, -141.08, 1.88, 1.54, 6.83, repro,
2017-09-27,106.72, -128.27, -144.78, 1.86, 1.54, 6.83, repro,
2017-09-28,108.43, -129.10, -150.30, 1.86, 1.54, 6.85, repro,
2017-09-29,106.61, -128.53, -149.48, 1.86, 1.55, 6.88, repro,
2017-09-30,107.22, -129.18, -144.54, 1.87, 1.56, 6.87, repro,
2017-10-01,107.41, -129.21, -141.66, 1.87, 1.54, 6.86, repro,
2017-10-02,107.96, -129.43, -138.45, 1.86, 1.54, 6.81, repro,
2017-10-03,106.77, -130.39, -141.78, 1.86, 1.54, 6.81, repro,
2017-10-04,106.93, -129.91, -151.24, 1.92, 1.58, 7.12, repro,
2017-10-05,106.90, -128.91, -154.48, 1.87, 1.54, 6.85, repro,
2017-10-06,107.31, -128.30, -142.97, 1.89, 1.55, 6.86, repro,
2017-10-07,108.22, -129.12, -142.37, 1.88, 1.54, 6.86, repro,
2017-10-08,108.79, -129.64, -139.53, 1.87, 1.54, 6.83, repro,
2017-10-09,108.12, -130.09, -146.24, 1.87, 1.54, 6.82, repro,
2017-10-10,107.76, -130.31, -151.50, 1.87, 1.55, 6.88, repro,
2017-10-11,106.81, -129.57, -146.35, 1.87, 1.55, 6.82, repro,
2017-10-12,106.97, -129.26, -145.40, 1.91, 1.57, 6.95, repro,
2017-10-13,108.80, -129.66, -146.88, 1.87, 1.54, 6.84, repro,
2017-10-14,109.50, -129.51, -147.52, 1.87, 1.54, 6.83, repro,
2017-10-15,108.84, -129.69, -151.27, 1.87, 1.55, 6.84, repro,
2017-10-16,107.50, -130.00, -152.22, 1.87, 1.55, 6.83, repro,
2017-10-17,107.21, -129.68, -145.00, 1.87, 1.54, 6.79, repro,
2017-10-18,107.14, -130.34, -148.88, 1.87, 1.55, 6.87, repro,
2017-10-19,108.94, -129.06, -138.06, 1.93, 1.64, 7.08, repro,
2017-10-20,109.70, -130.21, -145.05, 1.92, 1.59, 6.98, repro,
2017-10-21,107.78, -130.69, -149.44, 1.87, 1.54, 6.83, repro,
2017-10-22,108.29, -130.21, -150.85, 1.9, 1.56, 6.96, repro,
2017-10-23,108.83, -129.99, -155.67, 1.86, 1.54, 6.8, repro,
2017-10-24,109.54, -129.57, -152.52, 1.86, 1.53, 6.79, repro,
2017-10-25,110.40, -129.70, -147.09, 1.86, 1.54, 6.8, repro,
2017-10-26,108.92, -129.93, -149.38, 1.86, 1.54, 6.82, repro,
2017-10-27,107.44, -130.17, -153.73, 1.94, 1.57, 6.96, repro,
2017-10-28,108.50, -129.46, -150.28, 1.86, 1.53, 6.78, repro,
2017-10-29,108.64, -129.87, -146.48, 1.87, 1.55, 6.86, repro,
2017-10-30,109.74, -129.92, -148.69, 1.86, 1.54, 6.81, repro,
2017-10-31,109.21, -130.76, -148.12, 1.86, 1.54, 6.81, repro,
2017-11-01,108.49, -130.02, -150.47, 1.87, 1.54, 6.85, repro,
2017-11-02,108.31, -129.20, -150.82, 1.91, 1.56, 6.91, repro,
2017-11-03,108.32, -128.73, -153.31, 1.87, 1.54, 6.8, repro,
2017-11-04,108.11, -130.39, -149.29, 1.86, 1.53, 6.77, repro,
2017-11-05,109.83, -130.84, -153.30, 1.87, 1.54, 6.82, repro,
2017-11-06,108.70, -129.99, -158.81, 1.87, 1.55, 6.85, repro,
2017-11-07,108.28, -130.53, -155.30, 1.88, 1.55, 6.86, repro,
2017-11-08,108.50, -130.63, -154.01, 1.86, 1.55, 6.82, repro,
2017-11-09,109.26, -130.11, -153.11, 1.9, 1.59, 6.98, repro,
2017-11-10,110.04, -131.37, -149.27, 1.89, 1.58, 6.94, repro,
2017-11-11,109.58, -131.60, -152.09, 1.92, 1.64, 7.18, repro,
2017-11-12,108.53, -131.01, -152.58, 1.87, 1.55, 6.86, repro,
2017-11-13,108.66, -131.71, -151.00, 1.87, 1.55, 6.87, repro,
